,User,Data Created,Number of Likes,Source of Tweet,Tweet
5812,bushra_ikr,2023-01-02 17:05:34+00:00,1,Twitter for Android,@itzwaleid plz dnt say that being depressed is part of a tend Allah kisi ko asi azmaish may na daly all i am saying everyone should have a strong good parent child relationship🙏
5813,DMonttonnerre,2023-01-02 17:04:15+00:00,2,Twitter for iPad,@ClownWorld_ I am totally shocked!!! Could that actually mean that Greta might be a right wing person? In that case I would not give a shit about climate change anymore. All those years wasted I am very depressed and sad now…..😥
5814,trav_zoe,2023-01-02 16:56:14+00:00,4,Twitter for Android,"As depressed as I am, this year, I wish for the following:
1. A better relationship with God
2. Better mental well-being 
3. Opportunities to travel
3. A job that'll make me happy.
4. Love in any form 
5. Better health.
6. Lastly, for me to be kinder to myself and others"
5815,Wolflobo666999,2023-01-02 16:55:35+00:00,25,Twitter for Android,"@numbufera @guideforlovers Many men are depressed nowadays between 20 and 30 because they do not understand this sentence that I am describing now. A man is like a good wine that matures with time, a woman is like a shooting star whose light fades with time."
5816,Zebniazi3,2023-01-02 16:47:12+00:00,1,Twitter for Android,@ImranKhanPTI AoA  sir I am  a pre medical student r pmdc is better than pmc.. Q k jb sy pmc aye hy is sy bht sy student depressed hoay r unho ny suicide attempt ki... apko nae pta is pmc k bry mn r pmc ki wagah sy bht sy student ap k against ho gae...
5817,nishantchinnam,2023-01-02 16:45:41+00:00,2,Twitter for iPhone,Well it’s the new year. A whole year to ponder over the mistakes made in the prev years and be sad for the ppl you have hurt along the way. Sorry I am hella depressed. 😔
5818,KathaSouth,2023-01-02 16:44:49+00:00,1,Twitter Web App,"@RACHELT143 @JPatriot76 I am eager for a lot of people to take the red pill. Some may not be angry, but may be more depressed when they do. Anger may help them break the depression.  Accepting means accepting the reality, not the propaganda. Accepting reality-&gt;finding solutions in the real world."
5819,syntheticenvy,2023-01-02 16:44:29+00:00,1,Twitter Web App,I 100% believe the torture of growing up lead me to this place I am now where I don't have the ability to leave. I'm stuck dependent on her hand because I am depressed &amp; incompetent. I have no skills or ability to be independent.
5820,KanedyYare,2023-01-02 16:39:23+00:00,1,Twitter for iPhone,"and say  I am depressed then no one gonna say this guy is depressed let’s make his day no one so I am gonna teach something every time you have a bad day and you couldn’t find solution,just try to make yourself  busy just do something no matter what."
5821,doikid,2023-01-02 16:37:51+00:00,1,Twitter for iPhone,You’ve ever been depressed but happy like I am not sad I am just down like a jellyfish stuck in shore but I know the water will rise eventually ?
5822,LottusFenner,2023-01-02 16:29:46+00:00,4,Twitter for Android,"@formarlyzev @smthomofobico @FlaggBog contagious? i am surrounded by cis people and im trans

""mutilates body"" how so now no one can make a cirurgy, even for cancer, bc is wrong

""causes depression"" is not being trans that causes depression, how the fuck im i trans and im not depressed?

""has a 50% mortality rate""

: https://t.co/JbpxUGN8nv"
5823,stonerthal,2023-01-02 16:29:20+00:00,0,Twitter for iPhone,i need to make semi attainable new year's resolution so i am Less Depressed
5824,hobibiwopearl,2023-01-02 16:10:46+00:00,0,Twitter for Android,I am so tired of working here I need to leave before I get depressed lmao
5825,Sanjana44803147,2023-01-02 16:05:37+00:00,1,Twitter for Android,I am totally depressed by knowing how these goons are abusing our @adgpi for their scams.
5826,IdolMia_,2023-01-02 16:02:10+00:00,21,Twitter Web App,"AI is just, making me depressed.
To be honest seeing little to no future to my work as an artist... putting hours after hours on study..
I am seriously thinking on quitting everything."
5827,alexlatattoos,2023-01-02 15:57:06+00:00,12,Twitter for iPhone,It is officially a decade of Talon Of the Hawk by The Front Bottoms 🥲 I am so elderly and depressed
5828,gobbinjr420,2023-01-02 15:54:36+00:00,36,Twitter for iPhone,last jan i watched 29 movies this jan i am simply not depressed lmao
5829,naomiinthedark,2023-01-02 15:51:05+00:00,0,Twitter for iPhone,"How can I do anymore?
How can I improve anymore?
I don’t know I can do or not anymore 
I don’t know 
So, I can’t say
And I have no confidence anymore 
Feeling depressed 
And maybe I am looked crazy 
So, try to be calm or cool more
So, use my brain more
And, act well"
5830,vicxcrossing,2023-01-02 15:47:16+00:00,29,Twitter for iPhone,pls don’t let my 200 books intimidate you. i am depressed and reading is my coping mechanism. you reading a single book or 5-10 books is seriously impressive and don’t let anyone tell you differently — send them my way if they try to 🗡️
5831,robbthebluesfan,2023-01-02 15:43:25+00:00,1,TweetDeck,@kylejahner @Bluenatics forgot about the pick situation for this team.  now i am just depressed
5832,llastsummerr,2023-01-02 15:42:07+00:00,2,Twitter for iPhone,Oh I am depressed
5833,DiabloGaming17,2023-01-02 15:37:32+00:00,0,Twitter for Android,@GrandCherokkee U probably got tons of fans or friends to talk to but if u ever need someone to talk to i am here our convo might make u more depressed though lol but i won't leave u alone ever
5834,Thatgirl8x,2023-01-02 15:30:58+00:00,1,Twitter for iPhone,"Damn i am so depressed and drained 
“Proceeds to apply for jobs and internships”"
5835,Thisbluespring,2023-01-02 15:30:20+00:00,0,Twitter for iPhone,I am 16 and still feel depressed damn😞
5836,janhavidz,2023-01-02 15:29:26+00:00,1,Twitter for Android,@SuchoritaDas3 No i was angry because of all this and now i am depressed as hell
5837,sax_n_violets,2023-01-02 15:16:53+00:00,0,Twitter for Android,"And I GUESS all that dumb shit with Bernard ended the way I suspected. I am asexual, I don't want sex, I don't want anything. I am DEEPLY depressed and the damage is fucking REAL AND I HATE IT, but only because NOBODY can just accept it and LEAVE ME ALONE"
5838,April_shdw,2023-01-02 15:13:20+00:00,1,Twitter for iPhone,"i had a good caramel coffee today and bought a new book
this equals that i am less depressed for today •_•"
5839,sajivsbhasu,2023-01-02 15:08:44+00:00,0,Twitter Web App,i have changed my computer screen to colors now because i felt depressed when i am using black and white colors so i have changed my computer screen to colors now.
5840,Isa_sketches,2023-01-02 15:05:08+00:00,0,Twitter for Android,"@viking_trash Me toooo. 🙈 Its unreal how different I am. Happier ,feeling lighter, less depressed. Wild"
5841,_Denise__5,2023-01-02 15:04:18+00:00,1,Twitter for Android,"I love the fact that famous artists, they are just making a lot of money, living their life, taking care of themselves....and I am here depressed neglecting me and giving them the small amount of money I have. 
And they are like ""I LUV U GUYS""
UHUUUUUUMMMMMMMMMM"
5842,AtulSemwal14,2023-01-02 14:59:43+00:00,0,Twitter for Android,"@BandBajaateRaho @amazonIN  Totally Dictatorship..
My order no ******31531 ,they cancelled my order, after 16 business days they provided me with a 23 digit fake rrn,I am in mentally depressed please help me.."
5843,scenestealer33,2023-01-02 14:58:19+00:00,0,Twitter for iPhone,i am actually way more depressed about missing that live than i admitted to this morning.
5844,kimjongcrack,2023-01-02 14:52:12+00:00,0,Twitter for iPhone,@danceforthesky @slainbyelf @FHickens I am happy and not a depressed vegan
5845,mxrialara,2023-01-02 14:42:21+00:00,0,Twitter for iPad,"Over all, this sem made the dumbest, most emotionally unstable and depressed lara. So to say that i am proud of myself for passing this sem underrates what ive been through, but thats all the words that i have. SO TO ME, I AM PROUD OF YOU, to say the least."
5846,pickledsmoke,2023-01-02 14:41:31+00:00,3,Twitter for iPhone,"Anyway, I am very depressed 🎉"
5847,abbyobenchain,2023-01-02 14:35:06+00:00,2,Twitter Web App,"@jendegeus @AdairaLandryMD Never ever did this but to be honest that was because I am one who is a wreck when sleep deprived. If I don't get decent sleep, I quickly become deeply depressed. And a deeply depressed momma is not good for anybody. Everyone in their own beds optimized everyone's sleep."
5848,Rebs22221,2023-01-02 14:32:35+00:00,3,Twitter for iPhone,I don’t HATE kids but holy shit they’re so loud and hyper and I’m  just a tired depressed gay barely surviving like I don’t have the patience for this whilst being ill and yet here I am 😭
5849,InnocenceCookie,2023-01-02 14:30:15+00:00,0,Twitter for Android,@AmongusBoobies @fmSh_Sofie @trashbinary Its for depression i am not depressed
5850,bernardokoye01,2023-01-02 14:26:18+00:00,1,Twitter for Android,"I noticed that my biggest mindset shift occured last year when i was depressed and wondering why I am not DEAD.

I kid you not. I did not want to kill myself. I just wondered.

Why am i not dead?

Like people die every single day.

What am i still doing here?"
5851,SherisseAlexan1,2023-01-02 14:26:04+00:00,6,Twitter for Android,@JoelOsteen I am not sure I totally agree with this. I have tried all my life to live in a manner that is pleasing to God and yet I am lonely/alone even though I have always desired marriage. I am critically ill even when I have lived a relatively healthy life. I am depressed and more..
5852,Akira_Hashimato,2023-01-02 14:24:40+00:00,1,Twitter Web App,"@ZenaAccel can relate, i'm just minding my own business and then BOOM i remeber what piece of sh*t i am and be depressed for the rest of the day"
5853,shifabrekker,2023-01-02 14:19:36+00:00,1,Twitter for iPhone,"@alluringry It actually wasn’t bc in my country, in uni, we start the course with c double plus, which is considered to be one of the difficult languages and that’s why I am depressed now😭 Idk ab other countries tho"
5854,doc_jayr,2023-01-02 14:18:28+00:00,0,Twitter for Android,La kong gana mag-games... but that does not mean that I am depressed... depression is not a disease but a state of mind... depressed people does not lack hope... our hope is Jesus... 😛
5855,pr8m1se,2023-01-02 14:14:44+00:00,2,Twitter for iPhone,"Even though I feel so depressed I am so grateful for all the people, friends and even strangers, that have been with me throughout the past day… my words cannot express how thankful I am for each and everyone who is here for me right now. ❤️‍🩹"
5856,acornspa,2023-01-02 14:06:51+00:00,4,Twitter for iPhone,i am hell of depressed and could really go for a noodle dish and a nap
5857,vitainiquus,2023-01-02 14:04:13+00:00,5,Twitter Web App,"@Karai_Dan @OliverJia1014 ""Oh no I am so depressed because I have to be polite to my customers."" Where do you think it's acceptable to be rude to your clients?
Is YOUR head alright?"
5858,shipkalover,2023-01-02 13:51:15+00:00,3,Twitter for iPhone,i am sad and depressed so i will listen to sad and depressing music to be even more sad and depressed
5859,Fumiery,2023-01-02 13:48:30+00:00,1,Twitter for Android,“Struggle with depression” Actually i am very proficient at being depressed
5860,Garrett80418622,2023-01-02 13:43:30+00:00,0,Twitter for iPhone,@elonmusk I am enjoying 2023 because in 2023 I was depressed a lot.
5861,357Malamutt,2023-01-02 13:42:44+00:00,0,Twitter for Android,@CoyoteNoms I am depressed now
5862,oldmantelegram,2023-01-02 13:40:27+00:00,37,Twitter for Android,"Oh now I am feeling a bit bad for her, look at the amount of showers. She's  depressed. The insane things she say may be psychotic depression"
5863,great_akira,2023-01-02 13:38:38+00:00,1,Twitter Web App,AND HE NEVER CAME BACK HOME I AM SOBBING CRYING AND IN SHOCK AT THE FACT HE WAS WITH 2 CHILDREN ONE I THINK WAS 11 AND ONE LOOKED 5 AM SOBBING!!!!! WHAT THE HELL!!!!! #ihatemylife #ihatemydad #fyp #depressed #annoyed
5864,simsemii,2023-01-02 13:31:03+00:00,6,Twitter for iPhone,im lowkey depressed 😂😂😂 I know I am bc I’m either always sleepy or I can’t go to sleep &amp; I keep doing spontaneous ass shit
5865,empresscactuar,2023-01-02 13:13:21+00:00,7,Twitter for iPhone,me looking at my finished chapters/fics that need to go on ao3 knowing I’m not going to post them bc I am depressed: https://t.co/yW86E1YmxN
5866,Niruskyart,2023-01-02 13:10:41+00:00,39,Twitter for iPad,"Happy new year people, wish you happiness and not being as depressed as this character I am drowning lol (sorry for my bad joke ) drawing in  @Procreate https://t.co/Beqb7pM1HK"
5867,the_rueverse,2023-01-02 13:08:59+00:00,0,"Cheap Bots, Done Quick!","nope! we can talk, sorry, I am no longer depressed don’t  even worry."
5868,pathtoacheron,2023-01-02 13:08:31+00:00,0,"Cheap Bots, Done Quick!",i am so depressed can i bury my face in ur tits
5869,Abiiolaaaaaa,2023-01-02 13:01:27+00:00,0,Twitter for iPhone,"Not matter sick, depressed, late I am, I shower every morning, at minimum."
